Año;Descripción del Peligro (Falla/Error) que afecta la Seguridad de Aeronave o Componente de Aeronave;Consecuencias Potenciales;"Nivel de Riesgo
(1 - 5)";Categoría del Peligro;Acrónimo Categoría;Código del Peligro;"Peligros
Ene";"HHT
Ene";"Peligros
Feb";"HHT
Feb";"Peligros
Mar";"HHT
Mar";"Peligros
Abr";"HHT
Abr";"Peligros
May";"HHT
May";"Peligros
Jun";"HHT
Jun";"Peligros
Jul";"HHT
Jul";"Peligros
Ago";"HHT
Ago";Peligros Sep;"HHT
Sep";"Peligros
Oct";"HHT
Oct";"Peligros
Nov";"HHT
Nov";"Peligros
Dic";"HHT
Dic";
2018;Utilización de un formato de inspección con errores en su traducción al español.;Puede llevar a la interpretación incorrecta y aplicación de estándares incorrectos en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.9;0;53124;4;48762;1;52385;2;51838;3;52059;5;50214;0;54728;4;53680;1;54256;2;49292;3;53468;5;51209;
2018;Falla al medir la tolerancia en calibraciones durante el proceso de prueba de un equipo, instrumento o accesorios.;Puede resultar en mediciones inexactas y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.10;2;49824;0;52190;3;49300;1;53715;4;52203;2;50044;0;51776;3;54812;4;49602;1;51190;5;51428;5;54003;
2018;Aplicación de un valor de prueba mayor o menor, por error al calcular tablas de calibración.;Riesgo de aplicar valores incorrectos y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.11;1;52170;3;54947;5;49975;4;51947;0;52836;1;52840;3;52410;5;50657;2;53350;0;54593;4;52611;2;54175;
2018;Utilizar un formato de inspección desactualizado.;Puede resultar en la aplicación de estándares obsoletos o inadecuados en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.12;0;51242;2;51246;4;51904;3;53578;5;52592;0;51519;2;52559;4;53507;3;52623;1;52935;5;51903;1;54444;
2018;Ejecución de una tarea sin registrar en el formato de inspección / trabajo la finalización de esta.;Falta de documentación adecuada de las tareas completadas, lo que puede dificultar el seguimiento y la verificación.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.13;5;53987;1;52612;0;52428;2;51385;4;51547;3;52650;5;51002;1;54519;0;54088;4;54345;3;49953;2;54659;
2018;Daños o abolladuras en la superficie de la aeronave o componente causados durante el servicio;Riesgo de daños estructurales o problemas aerodinámicos.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.14;4;55285;2;48589;3;51334;0;53819;1;50259;5;52979;4;53731;2;53691;3;54480;0;50463;5;50182;1;52412;
2018;Daños causados por elementos extraños a las aeronaves FOD;Riesgo de daños a la aeronave debido a la presencia de objetos extraños en áreas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.15;4;49171;0;54553;3;54542;2;53357;5;52401;4;53057;1;50777;0;53460;2;54458;5;50004;3;51227;4;52084;
2018;Vencimiento de límite de vida útil de componentes;Riesgo de operar componentes fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.16;1;48815;3;53669;2;53002;0;49954;4;54917;5;51018;1;49932;2;54486;3;51825;0;52741;4;54155;5;54076;
2018;Aplicación incorrecta de torque;Puede llevar a componentes sueltos o dañados debido a la aplicación incorrecta de fuerza.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.17;0;55279;2;51186;5;50607;1;52703;4;52846;3;53679;0;49729;5;50708;2;50095;1;54366;3;54843;4;51374;
2018;Daño causado por la corrosión de superficies metálicas debido a la exposición a la intemperie;Riesgo de debilitamiento estructural debido a la corrosión, lo que podría afectar la seguridad.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.18;3;51122;0;49724;4;49399;1;51974;2;54929;3;50661;0;50509;4;54514;5;54319;2;53395;1;50505;5;49025;
2018;Mediciones incorrectas;Puede llevar a decisiones incorrectas y posibles fallas o daños no detectados.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.19;2;49032;1;50669;0;54541;3;53917;4;52840;5;52039;2;51516;0;50944;4;52048;1;53116;3;53060;5;51156;
2018;Falta de continuidad de las tareas de mantenimiento;Puede resultar en la falta de seguimiento y documentación adecuada de las tareas, lo que dificulta la toma de decisiones informadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.20;5;55736;4;53096;3;50085;0;49145;2;52244;1;54344;5;52064;4;51928;0;53632;3;50448;2;53365;1;54380;
2018;Inspección especial (NDT, otros) no detecta una discrepancia o daño en el componente;Riesgo de no detectar problemas críticos en componentes durante inspecciones especiales.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.21;0;55896;2;52587;1;51317;4;52992;3;50561;0;51664;5;50188;2;53251;1;53483;3;52878;4;49745;5;51867;
2018;Identificación incorrecta de partes;Puede llevar a la aplicación incorrecta de componentes o el uso de piezas inadecuadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.22;4;51690;5;48789;2;50378;3;51685;0;54897;4;52635;1;49668;5;54968;2;50734;3;53189;0;54023;5;54211;
2018;Omisión de inspecciones regulares en componentes críticos, como tren de aterrizaje, motores o sistemas de control ;Puede resultar en falta de detección temprana de problemas críticos en componentes clave.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.23;1;48781;3;51494;0;51242;5;50302;2;49855;1;50396;3;53985;4;54188;0;51513;5;53720;4;50656;2;53015;
2018;Componentes estructurales mal asegurados debido a pernos o remaches sueltos;Riesgo de desprendimiento de componentes estructurales, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.24;5;53943;1;55381;0;51008;3;54495;4;49953;2;54142;1;52596;0;52704;5;54961;2;49847;4;54631;3;49844;
2018;Asignar una tarea a una persona sin que esta tenga la competencia requerida (conocimiento y experiencia).;Riesgo de ejecución incorrecta de tareas debido a la falta de conocimiento o experiencia.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.1;2;53800;3;51631;0;54145;5;51509;4;53557;1;50661;2;49396;0;53501;3;51873;5;53466;1;50629;4;51747;
2018;Ejecución de un trabajo sin contar con la atribución de su licencia básica aeronáutica.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación necesaria.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.2;4;51962;0;54536;2;53692;1;50357;5;49205;3;51041;4;53709;0;54456;2;54166;1;49168;3;50006;5;49550;
2018;Efectuar un trabajo sin contar con la autorización de la empresa, cuando aplique (inspección o certificación).;Puede llevar a la realización de tareas sin la supervisión o aprobación necesaria.;3;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.3;1;53044;5;52748;3;49655;2;51032;4;52365;0;52339;1;53913;3;49403;5;51419;4;54937;2;54866;0;54910;
2018;Certificar la conformidad de mantenimiento de un trabajo que exceda la atribución de su licencia aeronáutica.;Riesgo de la certificación incorrecta de trabajos que requieren habilidades adicionales.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.4;0;48109;2;54852;3;53184;1;50882;5;52080;4;54661;0;49860;2;53783;1;50583;3;50224;4;49887;5;52292;
2018;Efectuar un trabajo mientras se encuentra bajo la influencia del alcohol o sustancias prohibidas.;Puede resultar en ejecución incorrecta de tareas debido a la falta de juicio y concentración.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.5;4;50954;1;49588;0;51012;5;52532;3;50068;2;49446;4;51510;1;51148;0;52659;5;53098;3;53445;2;51549;
2018;Asignar un trabajo crítico de mantenimiento a una persona que haya excedido el periodo normal de trabajo diario.;Riesgo de ejecución incorrecta de tareas debido a la fatiga y el agotamiento.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.6;2;48807;0;54993;4;54009;1;52492;3;53753;5;51058;2;52756;0;50319;4;50015;3;53117;1;54621;5;52510;
2018;Ejecución de un trabajo con la licencia aeronáutica vencida.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.7;3;48036;2;50386;5;51436;0;53137;1;53918;4;53469;3;52877;2;51615;0;51433;5;51904;1;49142;4;51475;
2018;Detección de Factor-Humano calificado dentro de los (Dirty Dozen);Riesgo de errores debidos a factores humanos, incluyendo la falta de atención y la fatiga.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.8;5;53072;3;52160;2;51760;4;52243;0;50292;1;52329;5;50535;3;50303;2;51658;4;54390;0;54929;1;51161;
2018;Asignar la ejecución de un trabajo que exceda sustancialmente la capacidad física del personal de mantenimiento;Riesgo de ejecución incorrecta de tareas debido a la falta de capacidad física para realizarlas.;4;Entrenamiento y competencia del personal técnico;EFHC;P5.9;1;48569;0;52379;4;52140;5;50263;3;49257;2;52982;1;51326;0;54041;4;50279;5;49795;3;53893;2;50702;
2018;Exceder el periodo de aplicación de una inspección definida en el programa de mantenimiento.;Puede llevar a la falta de detección de problemas en el momento adecuado, aumentando el riesgo de fallas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.1;0;55434;2;55978;3;52131;1;49194;5;54481;0;52474;2;51694;3;52112;4;52274;1;52994;5;54859;4;49832;
2018;No aplicar a tiempo una directiva de aeronavegabilidad o documento equivalente.;Riesgo de no realizar las actualizaciones o modificaciones necesarias en la aeronave.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.2;4;48000;1;49083;5;53872;0;54550;2;52306;4;54882;3;52571;1;51932;5;52481;2;49408;3;54612;0;51432;
2018;No efectuar la remoción y cambio de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.3;3;54899;0;55595;1;50202;5;54584;4;49630;2;52581;3;51777;0;51150;1;52075;4;54496;5;52950;2;51128;
2018;Detección de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.4;2;51458;5;55287;4;53303;1;49788;0;52091;3;49563;2;50336;5;54617;4;54261;0;51667;1;54156;3;49266;
2018;Detección de un elemento sospechoso de ser una Parte SUP, sin efectuar la notificación a la AAC.;Puede resultar en la falta de acción adecuada para abordar partes sospechosas de ser suplantadas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.5;0;55973;4;52657;2;51389;3;51184;5;50184;0;53969;4;49295;2;49583;3;53616;1;52662;5;50617;1;54429;
2018;Efectuar un trabajo sin contar con el respaldo de una Orden de trabajo, Orden de ingeniería o documento equivalente.;Riesgo de ejecución de tareas sin una documentación adecuada que guíe el proceso.;3;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.6;3;51389;1;51242;5;50564;2;54842;0;50435;3;50459;4;50627;1;49332;5;52411;2;53582;0;50031;4;51608;
2018;Certificar la conformidad de mantenimiento para el retorno al servicio, no detectando la existencia de ítems pendientes.;Riesgo de poner en servicio una aeronave con problemas no resueltos.;4;Control Calidad e Inspección ;CCI;P7.1;2;48714;0;54965;4;52219;1;51161;3;53143;2;52583;0;51400;4;51017;1;51010;3;49909;5;51916;5;51497;
2018;Incumplimiento del requisito de inspección/ supervisión de los trabajos efectuados por técnicos no experimentados.;Riesgo de realizar tareas sin la supervisión adecuada, lo que puede llevar a errores.;4;Control Calidad e Inspección ;CCI;P7.2;1;48505;3;52265;5;49634;2;50376;4;51440;0;53894;1;51980;3;50508;5;53433;2;54922;0;50567;4;54731;
2018;Efectuar un trabajo sin contar con las facilidades mínimas requeridas (aislamiento, ventilación, iluminación, ambiente controlado, etc.).;Riesgo de realizar tareas en condiciones no seguras o inadecuadas.;3;Control Calidad e Inspección ;CCI;P7.3;1;48272;5;48498;3;50251;0;51098;4;52268;2;54953;1;52360;5;52176;3;50443;0;51701;4;53541;2;51011;
2018;No fueron tomadas las acciones reactivas para resolver una no conformidad u observación detectada de la auditoría.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.4;4;48256;1;52600;3;51010;0;51764;2;54470;5;49316;4;53336;1;50250;3;51279;0;52234;2;52767;5;53169;
2018;No actualizar un procedimiento de trabajo, requerido por una auditoría tendiente a evitar errores de mantenimiento.;Riesgo de no incorporar mejoras identificadas en auditorías en los procedimientos de trabajo.;3;Control Calidad e Inspección ;CCI;P7.5;0;49636;4;52402;2;52860;5;51671;1;49484;3;52310;0;50207;4;52793;2;49598;5;50818;1;53431;3;50786;
2018;No se informa al ejecutivo responsable de las No conformidades y observaciones detectadas en la auditoría.;Riesgo de no comunicar problemas identificados en auditorías, lo que puede llevar a la falta de acción correctiva.;3;Control Calidad e Inspección ;CCI;P7.6;3;55676;0;54291;4;51032;1;49554;3;50110;2;53211;5;50212;3;54875;0;49940;4;53336;2;53332;1;52926;
2018;No se aplica el seguimiento de las conformidades u observaciones detectadas.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.7;5;49912;1;53640;3;52335;0;54372;4;50007;5;50096;1;53298;3;49865;0;54450;4;52265;2;54483;5;51465;
2018;Incumplimiento de la periodicidad del programa de capacitación y entrenamiento del personal de mantenimiento.;Riesgo de falta de competencia y habilidades actualizadas del personal de mantenimiento.;4;Control Calidad e Inspección ;CCI;P7.8;2;49339;4;53128;0;54553;5;51741;1;54377;3;52732;2;53919;4;53141;0;50839;5;52047;1;49732;3;49176;
2018;Discrepancias y daños del componente no detectadas;Puede llevar a la operación de componentes con problemas no detectados, aumentando el riesgo de fallas.;4;Control Calidad e Inspección ;CCI;P7.9;0;48135;5;53381;1;53274;3;52362;2;49470;4;49574;0;50647;5;49123;1;51653;3;53873;2;51841;4;49300;
2018;Fallas en la inspección en proceso;Riesgo de no detectar problemas críticos durante la inspección, lo que puede llevar a la falta de acción correctiva.;4;Control Calidad e Inspección ;CCI;P7.10;1;53176;3;55908;0;52764;4;51644;2;49829;1;52000;5;53365;3;51680;0;52895;4;54898;2;52014;0;50019;
2018;Baja rigurosidad y criterio técnico durante una inspección;Puede llevar a la falta de detección de problemas debido a la falta de atención o habilidad técnica.;4;Control Calidad e Inspección ;CCI;P7.11;3;49018;0;55438;4;54810;2;51201;5;52547;0;49649;3;54513;1;50899;4;50800;2;51603;5;49745;1;54667;
2018;Abastecimiento de combustible incumpliendo procedimientos estandarizados normativos;Riesgo de operar la aeronave con combustible de baja calidad o en cantidades incorrectas.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.1;2;53761;4;50511;0;52161;5;50029;1;51017;3;51297;2;51827;4;51720;0;50353;5;53438;1;52745;3;49374;
2018;Golpe a la aeronave o hélice;Riesgo de daño estructural o de componentes críticos debido a impactos.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.2;0;53965;5;48488;1;53841;3;54064;2;51670;4;49822;0;51367;5;50766;1;49720;3;51411;2;54772;4;49879;
2018;Pérdida de potencia, Problemas de arranque, sobrecalentamiento;Riesgo de fallas en el motor que pueden llevar a una pérdida de control o daño.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.3;3;53165;0;54672;4;53837;2;53893;1;54600;5;51093;1;53858;3;52810;0;52236;4;52414;5;49936;2;53316;
2018;Problemas en los alerones, elevadores, timones, sistemas de dirección;Riesgo de pérdida de control de la aeronave debido a problemas en los sistemas de control.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.4;2;55922;4;49466;0;49660;5;51943;1;49637;3;54792;2;52848;4;52294;0;50190;5;49204;1;54545;3;49069;
2018;Fugas de combustible, obstrucciones en las líneas de combustible o problemas en los tanques de combustible;Riesgo de incendios o fallas en el motor debido a problemas en el sistema de combustible.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.5;0;55986;3;49054;1;50737;4;53010;2;53014;0;52733;3;52783;1;51681;4;53989;2;52932;5;52993;0;50890;
2018;Fallas en los generadores eléctricos, baterías, interruptores eléctricos y sistemas de iluminación;Riesgo de falta de energía eléctrica para sistemas críticos y la iluminación de la aeronave.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.6;1;52690;4;53643;5;53808;0;49896;2;50628;2;49075;1;50086;5;49194;3;50929;0;53343;4;52218;2;52026;
2018;Fallas en el sistema hidráulico controlan las superficies de control, el tren de aterrizaje;Riesgo de pérdida de control de la aeronave debido a problemas en el sistema hidráulico.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.7;3;54608;5;48824;1;51762;2;50105;0;49583;4;54167;3;53219;1;51156;0;49871;2;52885;4;49531;5;53851;
2018;Daños a la estructura de la aeronave, como grietas, corrosión o daños estructurales;Riesgo de pérdida estructural o de rendimiento de la aeronave debido a daños en la estructura.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.8;0;55516;1;54623;2;50599;4;54327;3;54395;0;49378;5;49807;2;54216;1;52092;3;50658;4;50670;5;50205;
2018;Fallas en los sistemas de comunicación, afección a la capacidad de la tripulación para comunicarse con el control del tráfico aéreo y otros aviones;Riesgo de falta de comunicación segura y efectiva, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.9;2;49110;3;51867;5;52119;0;50383;4;51567;1;54693;2;51621;0;54933;3;51310;4;52458;5;53831;1;52341;
2018;Fallas en los sistemas de navegación, en errores de posicionamiento y dificultades para seguir rutas de vuelo planificadas.;Riesgo de pérdida de orientación y capacidad para seguir rutas de vuelo, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.10;4;53217;2;55038;0;53357;3;54432;1;49098;4;54317;5;52344;2;51734;0;53055;3;50882;5;49486;1;52443;
2018;Piloto de prueba genera maniobra peligrosa;Riesgo de pérdida de control de la aeronave o daño debido a maniobras peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.11;1;51535;0;50952;3;53092;4;52951;5;49015;1;49099;2;52168;0;50999;4;50626;3;51511;2;52930;5;50755;
2018;Impacto impacto con ave;Riesgo de daño estructural, fallas en motores o pérdida de control debido a colisiones con aves.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.12;2;48266;5;52039;4;50090;3;49531;1;54448;0;54816;2;49953;5;53979;4;51063;1;50328;0;50836;3;54237;
2018;Falla en instrumento e indicadores del motor;Riesgo de operar con información inexacta o falta de información crítica sobre el motor.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.13;0;51281;4;48153;3;54789;2;53174;5;54079;0;51215;1;49287;4;53704;3;51029;2;49754;5;52824;1;53671;
2018;Apagada de motor en vuelo;Riesgo de pérdida de potencia y control de la aeronave debido al apagado del motor en vuelo.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.14;5;55549;2;48783;0;49958;4;54124;3;49236;5;54152;2;52010;1;50036;4;51818;0;50547;3;53793;1;52995;
2018;Salida de pista;Riesgo de daño a la aeronave y lesiones a bordo debido a salidas de pista.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.15;3;51643;4;53937;1;53198;5;50840;0;51609;2;54374;4;49188;0;54635;3;53633;1;49728;5;53786;2;51680;
2018;No realizar el planeamiento del vuelo de acuerdo con las directivas y normativas;Riesgo de operar en condiciones no planificadas o de manera insegura.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.16;0;52686;1;50373;3;50456;2;54816;4;54372;5;54757;0;49479;2;54403;4;51888;1;51505;5;51858;3;49179;
2018;Error en las indicaciones de los instrumentos;Riesgo de operar con información inexacta debido a errores en los instrumentos.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.17;3;50380;1;52951;0;52092;4;54406;2;54189;5;50308;4;52544;0;53332;2;52424;5;50947;1;52895;3;53900;
2019;Instalación de un elemento no aprobado para uso aeronáutico (sin trazabilidad).;Posible compromiso de seguridad y confiabilidad de la aeronave o componente.;5;Equipos, Componentes y Materiales;ECM;P1.1;1;49131;5;51140;3;49889;0;50733;4;51468;2;52378;3;52956;5;49743;0;53128;1;51635;4;54289;2;54573;
2019;Instalación de un elemento sujeto a vida límite en servicio, sin contar con la información de tiempo de vida remanente.;Riesgo de operar elementos fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Equipos, Componentes y Materiales;ECM;P1.2;4;50055;2;52820;5;53083;1;53092;3;53553;0;53069;2;53521;4;52141;5;54388;0;51265;3;53760;1;49657;
2019;Certificar la aeronavegabilidad de un accesorio, con un tiempo de vida superior al tiempo real de vida disponible (horas/ciclos).;Puede llevar a un mayor desgaste de los componentes y aumentar el riesgo de fallas.;4;Equipos, Componentes y Materiales;ECM;P1.3;0;52369;3;48126;1;53700;5;53421;2;54266;4;52316;5;54008;1;53162;3;53301;0;52211;4;50986;2;49778;
2019;Utilización de un producto químico, con su fecha de expiración vencida o desconocida.;Riesgo de reacciones químicas impredecibles que podrían afectar la seguridad de la aeronave.;4;Equipos, Componentes y Materiales;ECM;P1.4;2;54634;0;48024;4;50854;3;51596;1;49809;5;51996;3;53741;0;52814;4;51412;2;51944;5;51084;1;53184;
2019;Incumplimiento de los requisitos especiales de almacenamiento establecidos por el fabricante de los equipos, instrumentos o accesorios o por la AAC;Potencial deterioro de componentes o equipos que pueden resultar en fallos o reducción de vida útil.;3;Equipos, Componentes y Materiales;ECM;P1.5;5;48115;1;51229;2;52212;0;51170;4;49809;3;54564;0;53263;2;50331;1;51453;4;53040;5;49717;3;51210;
2019;Utilización de un equipo de prueba no certificado (inoperativo o no comprobado).;Puede llevar a mediciones inexactas, lo que puede resultar en fallas no detectadas.;4;Equipos y Herramientas Calibradas;EHC;P2.1;0;48275;4;55799;3;51890;2;51789;5;50994;1;53726;1;54741;5;49222;3;52686;2;50113;4;51611;0;49043;
2019;Utilización de una herramienta no calibrada o con su periodo de calibración vencido.;Riesgo de medidas incorrectas o daño a componentes debido a herramientas no precisas.;4;Equipos y Herramientas Calibradas;EHC;P2.2;2;55435;0;51251;5;49394;4;51836;1;49825;3;51732;4;52254;0;50276;2;53826;3;52807;1;54211;5;51506;
2019;Utilización de una herramienta que se ha caído o ha sido golpeada;Puede resultar en herramientas dañadas o deformadas, lo que podría afectar la precisión y seguridad.;3;Equipos y Herramientas Calibradas;EHC;P2.3;1;54041;2;53507;0;51994;3;54381;5;54409;4;53121;0;51195;2;51810;1;53117;4;50220;3;52151;5;54314;
2019;Utilización de una herramienta inapropiada o no aprobada por el fabricante del equipo. Instrumento o accesorio.;Riesgo de daño a componentes debido al uso de herramientas incorrectas.;3;Equipos y Herramientas Calibradas;EHC;P2.4;3;49491;4;53190;2;51538;0;50429;1;54266;5;54357;2;53055;4;53011;0;54306;3;54734;5;52890;1;50295;
2019;Imposibilidad para disponer de información técnica, por problemas de acceso (falla del computador, lectores ópticos, etc.).;Puede llevar a la realización incorrecta de tareas de mantenimiento o inspección.;3;Manuales y Procedimientos Técnicos ;MPT;P3.1;4;53060;5;50857;0;52824;1;51791;3;50222;2;51472;5;54330;4;49167;1;51542;0;52236;2;49818;3;50405;
2019;Utilización de información técnica no aplicables a la marca y modelo del equipo, instrumento o accesorio.;Puede resultar en un trabajo incorrecto o inadecuado para la aeronave específica.;4;Manuales y Procedimientos Técnicos ;MPT;P3.2;3;52798;0;52564;1;54740;5;54832;4;50293;3;50838;0;53024;1;53167;4;49167;2;49489;5;54783;2;50148;
2019;Ejecución de un trabajo sin consultar la información técnica aplicable.;Puede llevar a la realización de tareas incorrectas o incompletas.;3;Manuales y Procedimientos Técnicos ;MPT;P3.3;0;54276;1;54594;2;52279;3;54219;4;49444;5;53005;0;54878;1;50197;2;54525;3;51283;4;54809;5;49782;
2019;Utilización de información técnica modificada por la empresa, sin que esta cuente con la aprobación de la AAC y del fabricante.;Riesgo de aplicar información incorrecta y aumentar el riesgo.;4;Manuales y Procedimientos Técnicos ;MPT;P3.4;3;53628;4;53618;0;54006;2;50043;1;49109;5;49088;4;53435;2;54817;0;50082;3;51404;1;51899;5;53482;
2019;Error al determinar el verdadero estado de actualización de la información técnica;Riesgo de utilizar información desactualizada y cometer errores en las tareas de mantenimiento.;3;Manuales y Procedimientos Técnicos ;MPT;P3.5;1;50173;3;55868;5;51915;0;54331;4;50733;2;52992;1;52305;5;53236;3;49409;4;52280;0;50952;2;54719;
2019;Utilización de información técnica ilegible (sucia, incompleta) que impida su correcta interpretación.;Puede resultar en la interpretación incorrecta y realizar tareas de manera inapropiada.;3;Manuales y Procedimientos Técnicos ;MPT;P3.6;2;48702;0;52862;4;54047;5;50997;1;54252;3;50569;2;52974;0;49967;4;52253;1;52706;5;49314;3;50893;
2019;Utilización en una tarea de mantenimiento de información técnica desactualizada;Puede llevar a la aplicación de prácticas obsoletas o inseguras.;3;Manuales y Procedimientos Técnicos ;MPT;P3.7;5;48724;1;55868;3;51936;4;50032;2;50060;0;54436;1;49225;4;52658;3;54824;2;50989;5;52431;0;49462;
2019;Ejecución de un trabajo sin aplicar los formatos de inspección / mantenimiento, cuando así se requiera.;Riesgo de realizar inspecciones o mantenimiento inadecuados o incompletos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.1;0;50268;2;55455;5;50027;3;51799;1;49836;4;53792;0;50627;3;49766;5;51601;1;53113;4;54319;2;53561;
2019;Incompleta instalación de componentes y/o elementos;Puede llevar a la operación insegura de la aeronave o componente.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.2;4;54077;3;52614;0;52188;1;53706;5;50291;2;49993;3;53273;4;49453;0;52153;5;51161;1;49218;2;50602;
2019;Incorrecta instalación de componentes y/o elementos;Riesgo de fallas críticas o daños debido a la instalación incorrecta.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.3;1;55305;4;53098;5;51859;0;49786;2;49571;3;53445;1;53326;2;50408;0;50070;5;54231;4;54956;3;53651;
2019;Instalación cruzada de partes;Puede resultar en fallas o daños significativos debido a la incompatibilidad de las partes.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.4;3;50988;0;50822;4;50244;2;54007;1;52241;5;50088;0;52741;3;53567;1;52788;4;50346;2;54217;5;52524;
2019;Utilizar un formato de inspección no aplicable a la marca y modelo del equipo, instrumento o accesorio.;Puede llevar a la aplicación de estándares incorrectos y resultados de inspección incorrectos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.5;2;51379;1;48721;0;54001;4;51057;5;51718;3;50118;2;54934;0;50166;3;53349;5;52245;1;52727;4;50770;
2019;Lubricación inadecuada de partes o componentes;Riesgo de desgaste excesivo o daño a partes debido a la falta de lubricación adecuada.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.6;5;52171;3;55937;2;52039;1;52091;0;52005;4;51158;5;53733;3;50466;1;50626;2;51043;4;53072;0;53340;
2019;No registra en el formato de inspección apropiado, el hallazgo de una observación o discrepancia.;Puede llevar a la falta de documentación de observaciones o discrepancias, lo que dificulta el seguimiento y la toma de decisiones.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.7;0;50470;4;53120;1;51888;5;51092;2;54750;3;51782;4;54720;0;53228;5;49291;2;53595;3;51920;1;50410;
2019;No informa situación o estado de avance de un trabajo en ejecución, durante un cambio de turno o interrupción prolongada.;Puede resultar en la falta de comunicación crucial entre los equipos de trabajo y la falta de continuidad en las tareas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.8;2;51078;0;49725;3;51140;4;52203;1;52171;5;51778;0;52713;2;50561;4;50423;1;51713;3;51619;5;53775;
